"Time","Q"
2017-10-13,150.3958679
2017-10-14,145.6037347
2017-10-15,134.3543986
2017-10-16,141.8894812
2017-10-17,139.1632918
2017-10-18,148.3543003
2017-10-19,144.8986256
2017-10-20,148.8630572
2017-10-21,152.07546
2017-10-22,140.4179542
2017-10-23,142.2047407
2017-10-24,143.8827118
2017-10-25,145.9207345
2017-10-26,148.3468735
2017-10-27,145.0516913
2017-10-28,143.2645757
2017-10-29,138.372771
2017-10-30,144.5708619
2017-10-31,144.5437556
2017-11-01,133.6145934
2017-11-02,142.5817108
2017-11-03,146.5644647
2017-11-04,143.0153288
2017-11-05,135.2055657
2017-11-06,143.702574
2017-11-07,145.2012628
2017-11-08,147.4045131
2017-11-09,147.1973379
2017-11-10,149.0330017
2017-11-11,145.8973434
2017-11-12,137.2381733
2017-11-13,144.7193095
2017-11-14,145.8023034
2017-11-15,149.1122235
2017-11-16,145.0024662
2017-11-17,147.6661878
2017-11-18,148.5305081
2017-11-19,138.631936
2017-11-20,146.4196748
2017-11-21,148.5605213
2017-11-22,146.7531734
2017-11-23,151.4411918
2017-11-24,150.440163
2017-11-25,151.6421161
2017-11-26,141.1531112
2017-11-27,148.1790152
2017-11-28,148.7075305
2017-11-29,153.4318872
2017-11-30,150.9400568
2017-12-01,153.1206977
2017-12-02,153.002579
2017-12-03,143.9943603
2017-12-04,147.1129115
2017-12-05,151.6300017
2017-12-06,140.4245794
2017-12-07,146.2597265
2017-12-08,141.9171424
2017-12-09,142.7953905
2017-12-10,139.4261003
2017-12-11,147.892604
2017-12-12,153.972792
2017-12-13,155.3514752
2017-12-14,155.2450562
2017-12-15,156.5543548
2017-12-16,150.175355
2017-12-17,141.5064466
2017-12-18,150.7029592
2017-12-19,153.384212
2017-12-20,129.9451558
2017-12-21,145.3467213
2017-12-22,156.2469499
2017-12-23,149.6499037
2017-12-24,141.3324382
2017-12-25,125.0826218
2017-12-26,144.3569189
2017-12-27,149.4251639
2017-12-28,150.4215864
2017-12-29,147.53536
2017-12-30,141.3420196
2017-12-31,144.4583655
2018-01-01,121.774886
2018-01-02,139.9508789
2018-01-03,148.054705
2018-01-04,147.7019389
2018-01-05,148.0248893
2018-01-06,149.2874447
2018-01-07,144.5506464
2018-01-08,151.8078851
2018-01-09,156.5723333
2018-01-10,156.6331558
2018-01-11,145.161987
2018-01-12,156.0058965
2018-01-13,153.4126673
2018-01-14,144.5717926
2018-01-15,155.5930819
2018-01-16,158.3193608
2018-01-17,147.3418237
2018-01-18,162.4367594
2018-01-19,162.3379862
2018-01-20,157.0102055
2018-01-21,146.6050349
2018-01-22,148.6512793
2018-01-23,158.2901844
2018-01-24,160.4135898
2018-01-25,161.7332961
2018-01-26,158.6265215
2018-01-27,160.9293475
2018-01-28,147.9998433
2018-01-29,153.9994511
2018-01-30,157.7063467
2018-01-31,160.4130924
2018-02-01,161.1257417
2018-02-02,159.8470398
2018-02-03,156.6794787
2018-02-04,144.0882765
2018-02-05,155.3212297
2018-02-06,159.6671849
2018-02-07,159.2513673
2018-02-08,159.159677
2018-02-09,159.7828669
2018-02-10,160.0625549
2018-02-11,145.8460894
2018-02-12,155.4220945
2018-02-13,160.7272172
2018-02-14,158.2134845
2018-02-15,156.9917701
2018-02-16,158.9479373
2018-02-17,161.5224198
2018-02-18,149.274179
2018-02-19,155.2878051
2018-02-20,159.7982165
2018-02-21,161.9457285
2018-02-22,156.8925379
2018-02-23,157.5434678
2018-02-24,153.3017538
2018-02-25,144.3976384
2018-02-26,151.5274342
2018-02-27,160.7290906
2018-02-28,155.5685011
2018-03-01,158.3691639
2018-03-02,155.610335
2018-03-03,156.8009567
2018-03-04,143.8441028
2018-03-05,152.0513047
2018-03-06,155.2455861
2018-03-07,157.0753985
2018-03-08,159.0317647
2018-03-09,159.2835383
2018-03-10,155.5497001
2018-03-11,145.6854269
2018-03-12,151.7502989
2018-03-13,155.7006879
2018-03-14,160.5545026
2018-03-15,159.0651914
2018-03-16,162.1147693
